fecha,combustible,porcentaje_critico
2026-05-27T12:00:00-04:00,1,0.401
2026-05-27T18:00:00-04:00,0,0.521
2026-05-27T18:00:00-04:00,1,0.386
2026-05-28T00:00:00-04:00,0,0.527
2026-05-28T00:00:00-04:00,1,0.426
2026-05-28T06:00:00-04:00,0,0.555
2026-05-28T06:00:00-04:00,1,0.460
2026-05-28T12:00:00-04:00,0,0.553
2026-05-28T12:00:00-04:00,1,0.428
2026-05-28T18:00:00-04:00,0,0.519
2026-05-28T18:00:00-04:00,1,0.417
2026-05-29T00:00:00-04:00,0,0.565
2026-05-29T00:00:00-04:00,1,0.456
2026-05-29T06:00:00-04:00,0,0.588
2026-05-29T06:00:00-04:00,1,0.483
2026-05-29T12:00:00-04:00,0,0.535
2026-05-29T12:00:00-04:00,1,0.367
2026-05-29T18:00:00-04:00,0,0.553
2026-05-29T18:00:00-04:00,1,0.392
2026-05-30T00:00:00-04:00,0,0.571
2026-05-30T00:00:00-04:00,1,0.401
2026-05-30T06:00:00-04:00,0,0.600
2026-05-30T06:00:00-04:00,1,0.456
2026-05-30T12:00:00-04:00,0,0.565
2026-05-30T12:00:00-04:00,1,0.397
2026-05-30T18:00:00-04:00,0,0.541
2026-05-30T18:00:00-04:00,1,0.401
2026-05-31T00:00:00-04:00,0,0.557
2026-05-31T00:00:00-04:00,1,0.422
2026-05-31T06:00:00-04:00,0,0.567
2026-05-31T06:00:00-04:00,1,0.449
2026-05-31T12:00:00-04:00,0,0.563
2026-05-31T12:00:00-04:00,1,0.392
2026-05-31T18:00:00-04:00,0,0.563
2026-05-31T18:00:00-04:00,1,0.426
2026-06-01T00:00:00-04:00,0,0.569
2026-06-01T00:00:00-04:00,1,0.456
2026-06-01T06:00:00-04:00,0,0.571
2026-06-01T06:00:00-04:00,1,0.472
2026-06-01T12:00:00-04:00,0,0.505
2026-06-01T12:00:00-04:00,1,0.422
2026-06-01T18:00:00-04:00,0,0.481
2026-06-01T18:00:00-04:00,1,0.429
2026-06-02T00:00:00-04:00,0,0.505
2026-06-02T00:00:00-04:00,1,0.458
2026-06-02T06:00:00-04:00,0,0.559
2026-06-02T06:00:00-04:00,1,0.492
2026-06-02T12:00:00-04:00,0,0.557
2026-06-02T12:00:00-04:00,1,0.481
2026-06-02T18:00:00-04:00,0,0.517
2026-06-02T18:00:00-04:00,1,0.419
2026-06-03T00:00:00-04:00,0,0.525
2026-06-03T00:00:00-04:00,1,0.467
2026-06-03T06:00:00-04:00,0,0.557
2026-06-03T06:00:00-04:00,1,0.512
2026-06-03T12:00:00-04:00,0,0.493
2026-06-03T12:00:00-04:00,1,0.479
2026-06-03T18:00:00-04:00,0,0.461
2026-06-03T18:00:00-04:00,1,0.447
2026-06-04T00:00:00-04:00,0,0.473
2026-06-04T00:00:00-04:00,1,0.501
2026-06-04T06:00:00-04:00,0,0.523
2026-06-04T06:00:00-04:00,1,0.538
2026-06-04T12:00:00-04:00,0,0.547
2026-06-04T12:00:00-04:00,1,0.513
2026-06-04T18:00:00-04:00,0,0.594
2026-06-04T18:00:00-04:00,1,0.601
2026-06-05T00:00:00-04:00,0,0.622
2026-06-05T00:00:00-04:00,1,0.633
2026-06-05T06:00:00-04:00,0,0.644
2026-06-05T06:00:00-04:00,1,0.673
2026-06-05T12:00:00-04:00,0,0.626
2026-06-05T12:00:00-04:00,1,0.646
2026-06-05T18:00:00-04:00,0,0.650
2026-06-05T18:00:00-04:00,1,0.664
2026-06-06T00:00:00-04:00,0,0.660
2026-06-06T00:00:00-04:00,1,0.683
2026-06-06T06:00:00-04:00,0,0.670
2026-06-06T06:00:00-04:00,1,0.705
2026-06-06T12:00:00-04:00,0,0.664
2026-06-06T12:00:00-04:00,1,0.676
2026-06-06T18:00:00-04:00,0,0.646
2026-06-06T18:00:00-04:00,1,0.673
2026-06-07T00:00:00-04:00,0,0.658
2026-06-07T00:00:00-04:00,1,0.699
2026-06-07T06:00:00-04:00,0,0.644
2026-06-07T06:00:00-04:00,1,0.699
2026-06-07T12:00:00-04:00,0,0.678
2026-06-07T12:00:00-04:00,1,0.719
2026-06-07T18:00:00-04:00,0,0.684
2026-06-07T18:00:00-04:00,1,0.742
2026-06-08T00:00:00-04:00,0,0.694
2026-06-08T00:00:00-04:00,1,0.764
2026-06-08T06:00:00-04:00,0,0.702
2026-06-08T06:00:00-04:00,1,0.785
2026-06-08T12:00:00-04:00,0,0.674
2026-06-08T12:00:00-04:00,1,0.744
2026-06-08T18:00:00-04:00,0,0.636
2026-06-08T18:00:00-04:00,1,0.726
2026-06-09T00:00:00-04:00,0,0.642
2026-06-09T00:00:00-04:00,1,0.728
2026-06-09T06:00:00-04:00,0,0.670
2026-06-09T06:00:00-04:00,1,0.760
2026-06-09T12:00:00-04:00,0,0.640
2026-06-09T12:00:00-04:00,1,0.717
2026-06-09T18:00:00-04:00,0,0.628
2026-06-09T18:00:00-04:00,1,0.732
2026-06-10T00:00:00-04:00,0,0.642
2026-06-10T00:00:00-04:00,1,0.732
2026-06-10T06:00:00-04:00,0,0.674
2026-06-10T06:00:00-04:00,1,0.750
2026-06-10T12:00:00-04:00,0,0.642
2026-06-10T12:00:00-04:00,1,0.705
2026-06-10T18:00:00-04:00,0,0.630
2026-06-10T18:00:00-04:00,1,0.710
2026-06-11T00:00:00-04:00,0,0.648
2026-06-11T00:00:00-04:00,1,0.725
2026-06-11T06:00:00-04:00,0,0.674
2026-06-11T06:00:00-04:00,1,0.721
2026-06-11T12:00:00-04:00,0,0.684
2026-06-11T12:00:00-04:00,1,0.744
2026-06-11T18:00:00-04:00,0,0.646
2026-06-11T18:00:00-04:00,1,0.719
2026-06-12T00:00:00-04:00,0,0.638
2026-06-12T00:00:00-04:00,1,0.719
2026-06-12T06:00:00-04:00,0,0.666
2026-06-12T06:00:00-04:00,1,0.741
2026-06-12T12:00:00-04:00,0,0.676
2026-06-12T12:00:00-04:00,1,0.696
